"","County","Year","Count_ExHeat_Days"
"55720","Mecklenburg",2013,8
"55721","Mecklenburg",2014,27
"55722","Mecklenburg",2015,65
"55723","Mecklenburg",2016,67
"55724","Mecklenburg",2017,28
"55725","Mecklenburg",2018,52
"55726","Mecklenburg",2019,56
"55727","Mecklenburg",2020,29
"55728","Mecklenburg",2021,35
"55758","Mecklenburg",2008,52
"55759","Mecklenburg",2009,64
"55760","Mecklenburg",2010,75
"55761","Mecklenburg",2011,87
"55762","Mecklenburg",2012,57
"55763","Mecklenburg",2013,8
"55764","Mecklenburg",2014,27
"55765","Mecklenburg",2015,65
"55766","Mecklenburg",2016,67
"55767","Mecklenburg",2017,28
"55768","Mecklenburg",2018,52
"55769","Mecklenburg",2019,56
"55770","Mecklenburg",2020,29
"55771","Mecklenburg",2021,35
"55801","Mecklenburg",2008,52
"55802","Mecklenburg",2009,64
"55803","Mecklenburg",2010,75
"55804","Mecklenburg",2011,87
"55805","Mecklenburg",2012,57
"55806","Mecklenburg",2013,8
"55807","Mecklenburg",2014,27
"55808","Mecklenburg",2015,65
"55809","Mecklenburg",2016,67
"55810","Mecklenburg",2017,28
"55811","Mecklenburg",2018,52
"55812","Mecklenburg",2019,56
"55813","Mecklenburg",2020,29
"55814","Mecklenburg",2021,35
"55844","Mecklenburg",2008,52
"55845","Mecklenburg",2009,64
"55846","Mecklenburg",2010,75
"55847","Mecklenburg",2011,87
"55848","Mecklenburg",2012,57
"55849","Mecklenburg",2013,8
"55850","Mecklenburg",2014,27
"55851","Mecklenburg",2015,65
"55852","Mecklenburg",2016,67
"55853","Mecklenburg",2017,28
"55854","Mecklenburg",2018,52
"55855","Mecklenburg",2019,56
"55856","Mecklenburg",2020,29
"55857","Mecklenburg",2021,35
"55887","Mecklenburg",2008,52
"55888","Mecklenburg",2009,64
"55889","Mecklenburg",2010,75
"55890","Mecklenburg",2011,87
"55891","Mecklenburg",2012,57
"55892","Mecklenburg",2013,8
"55893","Mecklenburg",2014,27
"55894","Mecklenburg",2015,65
"55895","Mecklenburg",2016,67
"55896","Mecklenburg",2017,28
"55897","Mecklenburg",2018,52
"55898","Mecklenburg",2019,56
"55899","Mecklenburg",2020,29
"55900","Mecklenburg",2021,35
"55930","Mecklenburg",2008,52
"55931","Mecklenburg",2009,64
"55932","Mecklenburg",2010,75
"55933","Mecklenburg",2011,87
"55934","Mecklenburg",2012,57
"55935","Mecklenburg",2013,8
"55936","Mecklenburg",2014,27
"55937","Mecklenburg",2015,65
"55938","Mecklenburg",2016,67
"55939","Mecklenburg",2017,28
"55940","Mecklenburg",2018,52
"55941","Mecklenburg",2019,56
"55942","Mecklenburg",2020,29
"55943","Mecklenburg",2021,35
"55973","Mecklenburg",2008,52
"55974","Mecklenburg",2009,64
"55975","Mecklenburg",2010,75
"55976","Mecklenburg",2011,87
"55977","Mecklenburg",2012,57
"55978","Mecklenburg",2013,8
"55979","Mecklenburg",2014,27
"55980","Mecklenburg",2015,65
"55981","Mecklenburg",2016,67
"55982","Mecklenburg",2017,28
"55983","Mecklenburg",2018,52
"55984","Mecklenburg",2019,56
"55985","Mecklenburg",2020,29
"55986","Mecklenburg",2021,35
"56016","Mecklenburg",2008,52
"56017","Mecklenburg",2009,64
"56018","Mecklenburg",2010,75
"56019","Mecklenburg",2011,87
"56020","Mecklenburg",2012,57
"56021","Mecklenburg",2013,8
"56022","Mecklenburg",2014,27
"56023","Mecklenburg",2015,65
"56024","Mecklenburg",2016,67
"56025","Mecklenburg",2017,28
"56026","Mecklenburg",2018,52
"56027","Mecklenburg",2019,56
"56028","Mecklenburg",2020,29
"56029","Mecklenburg",2021,35
"56059","Mecklenburg",2008,52
"56060","Mecklenburg",2009,64
"56061","Mecklenburg",2010,75
"56062","Mecklenburg",2011,87
"56063","Mecklenburg",2012,57
"56064","Mecklenburg",2013,8
"56065","Mecklenburg",2014,27
"56066","Mecklenburg",2015,65
"56067","Mecklenburg",2016,67
"56068","Mecklenburg",2017,28
"56069","Mecklenburg",2018,52
"56070","Mecklenburg",2019,56
"56071","Mecklenburg",2020,29
"56072","Mecklenburg",2021,35
"56102","Mecklenburg",2008,52
"56103","Mecklenburg",2009,64
"56104","Mecklenburg",2010,75
"56105","Mecklenburg",2011,87
"56106","Mecklenburg",2012,57
"56107","Mecklenburg",2013,8
"56108","Mecklenburg",2014,27
"56109","Mecklenburg",2015,65
"56110","Mecklenburg",2016,67
"56111","Mecklenburg",2017,28
"56112","Mecklenburg",2018,52
"56113","Mecklenburg",2019,56
"56114","Mecklenburg",2020,29
"56115","Mecklenburg",2021,35
"56145","Mecklenburg",2008,52
"56146","Mecklenburg",2009,64
"56147","Mecklenburg",2010,75
"56148","Mecklenburg",2011,87
"56149","Mecklenburg",2012,57
"56150","Mecklenburg",2013,8
"56151","Mecklenburg",2014,27
"56152","Mecklenburg",2015,65
"56153","Mecklenburg",2016,67
"56154","Mecklenburg",2017,28
"56155","Mecklenburg",2018,52
"56156","Mecklenburg",2019,56
"56157","Mecklenburg",2020,29
"56158","Mecklenburg",2021,35
"56188","Mecklenburg",2008,45
"56189","Mecklenburg",2009,52
"56190","Mecklenburg",2010,72
"56191","Mecklenburg",2011,85
"56192","Mecklenburg",2012,57
"56193","Mecklenburg",2013,8
"56194","Mecklenburg",2014,25
"56195","Mecklenburg",2015,66
"56196","Mecklenburg",2016,67
"56197","Mecklenburg",2017,27
"56198","Mecklenburg",2018,47
"56199","Mecklenburg",2019,48
"56200","Mecklenburg",2020,29
"56201","Mecklenburg",2021,30
"56231","Mecklenburg",2008,45
"56232","Mecklenburg",2009,52
"56233","Mecklenburg",2010,72
"56234","Mecklenburg",2011,85
"56235","Mecklenburg",2012,57
"56236","Mecklenburg",2013,8
"56237","Mecklenburg",2014,25
"56238","Mecklenburg",2015,66
"56239","Mecklenburg",2016,67
"56240","Mecklenburg",2017,27
"56241","Mecklenburg",2018,47
"56242","Mecklenburg",2019,48
"56243","Mecklenburg",2020,29
"56244","Mecklenburg",2021,30
"56274","Mecklenburg",2008,45
"56275","Mecklenburg",2009,52
"56276","Mecklenburg",2010,72
"56277","Mecklenburg",2011,85
"56278","Mecklenburg",2012,57
"56279","Mecklenburg",2013,8
"56280","Mecklenburg",2014,25
"56281","Mecklenburg",2015,66
"56282","Mecklenburg",2016,67
"56283","Mecklenburg",2017,27
"56284","Mecklenburg",2018,47
"56285","Mecklenburg",2019,48
"56286","Mecklenburg",2020,29
"56287","Mecklenburg",2021,30
"56317","Mecklenburg",2008,52
"56318","Mecklenburg",2009,64
"56319","Mecklenburg",2010,75
"56320","Mecklenburg",2011,87
"56321","Mecklenburg",2012,57
"56322","Mecklenburg",2013,8
"56323","Mecklenburg",2014,27
"56324","Mecklenburg",2015,65
"56325","Mecklenburg",2016,67
"56326","Mecklenburg",2017,28
"56327","Mecklenburg",2018,52
"56328","Mecklenburg",2019,56
"56329","Mecklenburg",2020,29
"56330","Mecklenburg",2021,35
"56360","Mecklenburg",2008,51
"56361","Mecklenburg",2009,67
"56362","Mecklenburg",2010,75
"56363","Mecklenburg",2011,88
"56364","Mecklenburg",2012,60
"56365","Mecklenburg",2013,10
"56366","Mecklenburg",2014,30
"56367","Mecklenburg",2015,67
"56368","Mecklenburg",2016,68
"56369","Mecklenburg",2017,30
"56370","Mecklenburg",2018,58
"56371","Mecklenburg",2019,58
"56372","Mecklenburg",2020,31
"56373","Mecklenburg",2021,38
"56403","Mecklenburg",2008,51
"56404","Mecklenburg",2009,67
"56405","Mecklenburg",2010,75
"56406","Mecklenburg",2011,87
"56407","Mecklenburg",2012,57
"56408","Mecklenburg",2013,9
"56409","Mecklenburg",2014,28
"56410","Mecklenburg",2015,66
"56411","Mecklenburg",2016,67
"56412","Mecklenburg",2017,28
"56413","Mecklenburg",2018,55
"56414","Mecklenburg",2019,57
"56415","Mecklenburg",2020,29
"56416","Mecklenburg",2021,36
"56446","Mecklenburg",2008,55
"56447","Mecklenburg",2009,73
"56448","Mecklenburg",2010,78
"56449","Mecklenburg",2011,92
"56450","Mecklenburg",2012,63
"56451","Mecklenburg",2013,10
"56452","Mecklenburg",2014,33
"56453","Mecklenburg",2015,67
"56454","Mecklenburg",2016,70
"56455","Mecklenburg",2017,33
"56456","Mecklenburg",2018,59
"56457","Mecklenburg",2019,59
"56458","Mecklenburg",2020,32
"56459","Mecklenburg",2021,41
"56489","Mecklenburg",2008,52
"56490","Mecklenburg",2009,64
"56491","Mecklenburg",2010,75
"56492","Mecklenburg",2011,87
"56493","Mecklenburg",2012,57
"56494","Mecklenburg",2013,8
"56495","Mecklenburg",2014,27
"56496","Mecklenburg",2015,65
"56497","Mecklenburg",2016,67
"56498","Mecklenburg",2017,28
"56499","Mecklenburg",2018,52
"56500","Mecklenburg",2019,56
"56501","Mecklenburg",2020,29
"56502","Mecklenburg",2021,35
"56532","Mecklenburg",2008,55
"56533","Mecklenburg",2009,72
"56534","Mecklenburg",2010,78
"56535","Mecklenburg",2011,91
"56536","Mecklenburg",2012,63
"56537","Mecklenburg",2013,10
"56538","Mecklenburg",2014,31
"56539","Mecklenburg",2015,67
"56540","Mecklenburg",2016,70
"56541","Mecklenburg",2017,33
"56542","Mecklenburg",2018,59
"56543","Mecklenburg",2019,59
"56544","Mecklenburg",2020,31
"56545","Mecklenburg",2021,41
"56575","Mecklenburg",2008,52
"56576","Mecklenburg",2009,64
"56577","Mecklenburg",2010,75
"56578","Mecklenburg",2011,87
"56579","Mecklenburg",2012,57
"56580","Mecklenburg",2013,8
"56581","Mecklenburg",2014,27
"56582","Mecklenburg",2015,65
"56583","Mecklenburg",2016,67
"56584","Mecklenburg",2017,28
"56585","Mecklenburg",2018,52
"56586","Mecklenburg",2019,56
"56587","Mecklenburg",2020,29
"56588","Mecklenburg",2021,35
"56618","Mecklenburg",2008,55
"56619","Mecklenburg",2009,73
"56620","Mecklenburg",2010,78
"56621","Mecklenburg",2011,92
"56622","Mecklenburg",2012,63
"56623","Mecklenburg",2013,10
"56624","Mecklenburg",2014,33
"56625","Mecklenburg",2015,67
"56626","Mecklenburg",2016,70
"56627","Mecklenburg",2017,33
"56628","Mecklenburg",2018,59
"56629","Mecklenburg",2019,59
"56630","Mecklenburg",2020,32
"56631","Mecklenburg",2021,41
"56661","Mecklenburg",2008,55
"56662","Mecklenburg",2009,73
"56663","Mecklenburg",2010,78
"56664","Mecklenburg",2011,92
"56665","Mecklenburg",2012,63
"56666","Mecklenburg",2013,10
"56667","Mecklenburg",2014,33
"56668","Mecklenburg",2015,67
"56669","Mecklenburg",2016,70
"56670","Mecklenburg",2017,33
"56671","Mecklenburg",2018,59
"56672","Mecklenburg",2019,59
"56673","Mecklenburg",2020,32
"56674","Mecklenburg",2021,41
"56704","Mecklenburg",2008,55
"56705","Mecklenburg",2009,73
"56706","Mecklenburg",2010,78
"56707","Mecklenburg",2011,92
"56708","Mecklenburg",2012,63
"56709","Mecklenburg",2013,10
"56710","Mecklenburg",2014,33
"56711","Mecklenburg",2015,67
"56712","Mecklenburg",2016,70
"56713","Mecklenburg",2017,33
"56714","Mecklenburg",2018,59
"56715","Mecklenburg",2019,59
"56716","Mecklenburg",2020,32
"56717","Mecklenburg",2021,41
"56747","Mecklenburg",2008,55
"56748","Mecklenburg",2009,73
"56749","Mecklenburg",2010,78
"56750","Mecklenburg",2011,92
"56751","Mecklenburg",2012,63
"56752","Mecklenburg",2013,10
"56753","Mecklenburg",2014,33
"56754","Mecklenburg",2015,67
"56755","Mecklenburg",2016,70
"56756","Mecklenburg",2017,33
"56757","Mecklenburg",2018,59
"56758","Mecklenburg",2019,59
"56759","Mecklenburg",2020,32
"56760","Mecklenburg",2021,41
"56790","Mecklenburg",2008,55
"56791","Mecklenburg",2009,73
"56792","Mecklenburg",2010,78
"56793","Mecklenburg",2011,92
"56794","Mecklenburg",2012,63
"56795","Mecklenburg",2013,10
"56796","Mecklenburg",2014,33
"56797","Mecklenburg",2015,67
"56798","Mecklenburg",2016,70
"56799","Mecklenburg",2017,33
"56800","Mecklenburg",2018,59
"56801","Mecklenburg",2019,59
"56802","Mecklenburg",2020,32
"56803","Mecklenburg",2021,41
"56833","Mecklenburg",2008,55
"56834","Mecklenburg",2009,73
"56835","Mecklenburg",2010,78
"56836","Mecklenburg",2011,92
"56837","Mecklenburg",2012,63
"56838","Mecklenburg",2013,10
"56839","Mecklenburg",2014,33
"56840","Mecklenburg",2015,67
"56841","Mecklenburg",2016,70
"56842","Mecklenburg",2017,33
"56843","Mecklenburg",2018,59
"56844","Mecklenburg",2019,59
"56845","Mecklenburg",2020,32
"56846","Mecklenburg",2021,41
"56876","Mecklenburg",2008,55
"56877","Mecklenburg",2009,73
"56878","Mecklenburg",2010,78
"56879","Mecklenburg",2011,92
"56880","Mecklenburg",2012,63
"56881","Mecklenburg",2013,10
"56882","Mecklenburg",2014,33
"56883","Mecklenburg",2015,67
"56884","Mecklenburg",2016,70
"56885","Mecklenburg",2017,33
"56886","Mecklenburg",2018,59
"56887","Mecklenburg",2019,59
"56888","Mecklenburg",2020,32
"56889","Mecklenburg",2021,41
"56919","Mecklenburg",2008,55
"56920","Mecklenburg",2009,73
"56921","Mecklenburg",2010,78
"56922","Mecklenburg",2011,92
"56923","Mecklenburg",2012,63
"56924","Mecklenburg",2013,10
"56925","Mecklenburg",2014,33
"56926","Mecklenburg",2015,67
"56927","Mecklenburg",2016,70
"56928","Mecklenburg",2017,33
"56929","Mecklenburg",2018,59
"56930","Mecklenburg",2019,59
"56931","Mecklenburg",2020,32
"56932","Mecklenburg",2021,41
"56962","Mecklenburg",2008,55
"56963","Mecklenburg",2009,73
"56964","Mecklenburg",2010,78
"56965","Mecklenburg",2011,92
"56966","Mecklenburg",2012,63
"56967","Mecklenburg",2013,10
"56968","Mecklenburg",2014,33
"56969","Mecklenburg",2015,67
"56970","Mecklenburg",2016,70
"56971","Mecklenburg",2017,33
"56972","Mecklenburg",2018,59
"56973","Mecklenburg",2019,59
"56974","Mecklenburg",2020,32
"56975","Mecklenburg",2021,41
"57005","Mecklenburg",2008,55
"57006","Mecklenburg",2009,73
"57007","Mecklenburg",2010,78
"57008","Mecklenburg",2011,92
"57009","Mecklenburg",2012,63
"57010","Mecklenburg",2013,10
"57011","Mecklenburg",2014,33
"57012","Mecklenburg",2015,67
"57013","Mecklenburg",2016,70
"57014","Mecklenburg",2017,33
"57015","Mecklenburg",2018,59
"57016","Mecklenburg",2019,59
"57017","Mecklenburg",2020,32
"57018","Mecklenburg",2021,41
"57048","Mecklenburg",2008,56
"57049","Mecklenburg",2009,74
"57050","Mecklenburg",2010,79
"57051","Mecklenburg",2011,92
"57052","Mecklenburg",2012,62
"57053","Mecklenburg",2013,10
"57054","Mecklenburg",2014,30
"57055","Mecklenburg",2015,67
"57056","Mecklenburg",2016,69
"57057","Mecklenburg",2017,30
"57058","Mecklenburg",2018,59
"57059","Mecklenburg",2019,58
"57060","Mecklenburg",2020,31
"57061","Mecklenburg",2021,39
"57091","Mecklenburg",2008,55
"57092","Mecklenburg",2009,73
"57093","Mecklenburg",2010,78
"57094","Mecklenburg",2011,92
"57095","Mecklenburg",2012,63
"57096","Mecklenburg",2013,10
"57097","Mecklenburg",2014,33
"57098","Mecklenburg",2015,67
"57099","Mecklenburg",2016,70
"57100","Mecklenburg",2017,33
"57101","Mecklenburg",2018,59
"57102","Mecklenburg",2019,59
"57103","Mecklenburg",2020,32
"57104","Mecklenburg",2021,41
"57134","Mecklenburg",2008,55
"57135","Mecklenburg",2009,73
"57136","Mecklenburg",2010,78
"57137","Mecklenburg",2011,92
"57138","Mecklenburg",2012,63
"57139","Mecklenburg",2013,10
"57140","Mecklenburg",2014,33
"57141","Mecklenburg",2015,67
"57142","Mecklenburg",2016,70
"57143","Mecklenburg",2017,33
"57144","Mecklenburg",2018,59
"57145","Mecklenburg",2019,59
"57146","Mecklenburg",2020,32
"57147","Mecklenburg",2021,41
"57177","Mecklenburg",2008,56
"57178","Mecklenburg",2009,74
"57179","Mecklenburg",2010,79
"57180","Mecklenburg",2011,92
"57181","Mecklenburg",2012,62
"57182","Mecklenburg",2013,10
"57183","Mecklenburg",2014,30
"57184","Mecklenburg",2015,67
"57185","Mecklenburg",2016,69
"57186","Mecklenburg",2017,30
"57187","Mecklenburg",2018,59
"57188","Mecklenburg",2019,58
"57189","Mecklenburg",2020,31
"57190","Mecklenburg",2021,39
"57220","Mecklenburg",2008,56
"57221","Mecklenburg",2009,75
"57222","Mecklenburg",2010,80
"57223","Mecklenburg",2011,92
"57224","Mecklenburg",2012,61
"57225","Mecklenburg",2013,10
"57226","Mecklenburg",2014,31
"57227","Mecklenburg",2015,67
"57228","Mecklenburg",2016,70
"57229","Mecklenburg",2017,31
"57230","Mecklenburg",2018,60
"57231","Mecklenburg",2019,60
"57232","Mecklenburg",2020,32
"57233","Mecklenburg",2021,41
"57263","Mecklenburg",2008,56
"57264","Mecklenburg",2009,74
"57265","Mecklenburg",2010,79
"57266","Mecklenburg",2011,92
"57267","Mecklenburg",2012,62
"57268","Mecklenburg",2013,10
"57269","Mecklenburg",2014,30
"57270","Mecklenburg",2015,67
"57271","Mecklenburg",2016,69
"57272","Mecklenburg",2017,30
"57273","Mecklenburg",2018,59
"57274","Mecklenburg",2019,58
"57275","Mecklenburg",2020,31
"57276","Mecklenburg",2021,39
"57306","Mecklenburg",2008,56
"57307","Mecklenburg",2009,74
"57308","Mecklenburg",2010,79
"57309","Mecklenburg",2011,92
"57310","Mecklenburg",2012,62
"57311","Mecklenburg",2013,10
"57312","Mecklenburg",2014,30
"57313","Mecklenburg",2015,67
"57314","Mecklenburg",2016,69
"57315","Mecklenburg",2017,30
"57316","Mecklenburg",2018,59
"57317","Mecklenburg",2019,58
"57318","Mecklenburg",2020,31
"57319","Mecklenburg",2021,39
"57349","Mecklenburg",2008,56
"57350","Mecklenburg",2009,74
"57351","Mecklenburg",2010,79
"57352","Mecklenburg",2011,92
"57353","Mecklenburg",2012,62
"57354","Mecklenburg",2013,10
"57355","Mecklenburg",2014,30
"57356","Mecklenburg",2015,67
"57357","Mecklenburg",2016,69
"57358","Mecklenburg",2017,30
"57359","Mecklenburg",2018,59
"57360","Mecklenburg",2019,58
"57361","Mecklenburg",2020,31
"57362","Mecklenburg",2021,39
"57392","Mecklenburg",2008,56
"57393","Mecklenburg",2009,74
"57394","Mecklenburg",2010,79
"57395","Mecklenburg",2011,92
"57396","Mecklenburg",2012,62
"57397","Mecklenburg",2013,10
"57398","Mecklenburg",2014,30
"57399","Mecklenburg",2015,67
"57400","Mecklenburg",2016,69
"57401","Mecklenburg",2017,30
"57402","Mecklenburg",2018,59
"57403","Mecklenburg",2019,58
"57404","Mecklenburg",2020,31
"57405","Mecklenburg",2021,39
"57435","Mecklenburg",2008,54
"57436","Mecklenburg",2009,78
"57437","Mecklenburg",2010,83
"57438","Mecklenburg",2011,94
"57439","Mecklenburg",2012,62
"57440","Mecklenburg",2013,9
"57441","Mecklenburg",2014,34
"57442","Mecklenburg",2015,68
"57443","Mecklenburg",2016,71
"57444","Mecklenburg",2017,29
"57445","Mecklenburg",2018,60
"57446","Mecklenburg",2019,72
"57447","Mecklenburg",2020,30
"57448","Mecklenburg",2021,42
"57478","Mecklenburg",2008,56
"57479","Mecklenburg",2009,74
"57480","Mecklenburg",2010,79
"57481","Mecklenburg",2011,92
"57482","Mecklenburg",2012,62
"57483","Mecklenburg",2013,10
"57484","Mecklenburg",2014,30
"57485","Mecklenburg",2015,67
"57486","Mecklenburg",2016,69
"57487","Mecklenburg",2017,30
"57488","Mecklenburg",2018,59
"57489","Mecklenburg",2019,58
"57490","Mecklenburg",2020,31
"57491","Mecklenburg",2021,39
"57521","Mecklenburg",2008,55
"57522","Mecklenburg",2009,80
"57523","Mecklenburg",2010,83
"57524","Mecklenburg",2011,94
"57525","Mecklenburg",2012,63
"57526","Mecklenburg",2013,10
"57527","Mecklenburg",2014,34
"57528","Mecklenburg",2015,67
"57529","Mecklenburg",2016,69
"57530","Mecklenburg",2017,34
"57531","Mecklenburg",2018,64
"57532","Mecklenburg",2019,63
"57533","Mecklenburg",2020,32
"57534","Mecklenburg",2021,42
"57564","Mecklenburg",2008,55
"57565","Mecklenburg",2009,80
"57566","Mecklenburg",2010,85
"57567","Mecklenburg",2011,95
"57568","Mecklenburg",2012,63
"57569","Mecklenburg",2013,10
"57570","Mecklenburg",2014,36
"57571","Mecklenburg",2015,70
"57572","Mecklenburg",2016,70
"57573","Mecklenburg",2017,36
"57574","Mecklenburg",2018,64
"57575","Mecklenburg",2019,64
"57576","Mecklenburg",2020,33
"57577","Mecklenburg",2021,43
"57607","Mecklenburg",2008,56
"57608","Mecklenburg",2009,74
"57609","Mecklenburg",2010,79
"57610","Mecklenburg",2011,92
"57611","Mecklenburg",2012,62
"57612","Mecklenburg",2013,10
"57613","Mecklenburg",2014,30
"57614","Mecklenburg",2015,67
"57615","Mecklenburg",2016,69
"57616","Mecklenburg",2017,30
"57617","Mecklenburg",2018,59
"57618","Mecklenburg",2019,58
"57619","Mecklenburg",2020,31
"57620","Mecklenburg",2021,39
"57650","Mecklenburg",2008,56
"57651","Mecklenburg",2009,74
"57652","Mecklenburg",2010,79
"57653","Mecklenburg",2011,92
"57654","Mecklenburg",2012,62
"57655","Mecklenburg",2013,10
"57656","Mecklenburg",2014,30
"57657","Mecklenburg",2015,67
"57658","Mecklenburg",2016,69
"57659","Mecklenburg",2017,30
"57660","Mecklenburg",2018,59
"57661","Mecklenburg",2019,58
"57662","Mecklenburg",2020,31
"57663","Mecklenburg",2021,39
"57693","Mecklenburg",2008,57
"57694","Mecklenburg",2009,76
"57695","Mecklenburg",2010,81
"57696","Mecklenburg",2011,91
"57697","Mecklenburg",2012,62
"57698","Mecklenburg",2013,10
"57699","Mecklenburg",2014,30
"57700","Mecklenburg",2015,68
"57701","Mecklenburg",2016,69
"57702","Mecklenburg",2017,32
"57703","Mecklenburg",2018,61
"57704","Mecklenburg",2019,63
"57705","Mecklenburg",2020,31
"57706","Mecklenburg",2021,40
"57736","Mecklenburg",2008,56
"57737","Mecklenburg",2009,74
"57738","Mecklenburg",2010,79
"57739","Mecklenburg",2011,92
"57740","Mecklenburg",2012,62
"57741","Mecklenburg",2013,10
"57742","Mecklenburg",2014,30
"57743","Mecklenburg",2015,67
"57744","Mecklenburg",2016,69
"57745","Mecklenburg",2017,30
"57746","Mecklenburg",2018,59
"57747","Mecklenburg",2019,58
"57748","Mecklenburg",2020,31
"57749","Mecklenburg",2021,39
"57779","Mecklenburg",2008,59
"57780","Mecklenburg",2009,83
"57781","Mecklenburg",2010,88
"57782","Mecklenburg",2011,95
"57783","Mecklenburg",2012,63
"57784","Mecklenburg",2013,11
"57785","Mecklenburg",2014,33
"57786","Mecklenburg",2015,72
"57787","Mecklenburg",2016,73
"57788","Mecklenburg",2017,35
"57789","Mecklenburg",2018,64
"57790","Mecklenburg",2019,75
