"","County","Year","Count_ExHeat_Days"
"65607","Onslow",2010,48
"65608","Onslow",2011,47
"65609","Onslow",2012,29
"65610","Onslow",2013,6
"65611","Onslow",2014,22
"65612","Onslow",2015,27
"65613","Onslow",2016,33
"65614","Onslow",2017,14
"65615","Onslow",2018,15
"65616","Onslow",2019,37
"65617","Onslow",2020,22
"65618","Onslow",2021,14
"65648","Onslow",2008,22
"65649","Onslow",2009,47
"65650","Onslow",2010,51
"65651","Onslow",2011,48
"65652","Onslow",2012,30
"65653","Onslow",2013,6
"65654","Onslow",2014,22
"65655","Onslow",2015,28
"65656","Onslow",2016,34
"65657","Onslow",2017,14
"65658","Onslow",2018,15
"65659","Onslow",2019,38
"65660","Onslow",2020,22
"65661","Onslow",2021,15
"65691","Onslow",2008,22
"65692","Onslow",2009,47
"65693","Onslow",2010,48
"65694","Onslow",2011,47
"65695","Onslow",2012,29
"65696","Onslow",2013,6
"65697","Onslow",2014,22
"65698","Onslow",2015,27
"65699","Onslow",2016,33
"65700","Onslow",2017,14
"65701","Onslow",2018,15
"65702","Onslow",2019,37
"65703","Onslow",2020,22
"65704","Onslow",2021,14
"65734","Onslow",2008,22
"65735","Onslow",2009,48
"65736","Onslow",2010,51
"65737","Onslow",2011,49
"65738","Onslow",2012,30
"65739","Onslow",2013,6
"65740","Onslow",2014,22
"65741","Onslow",2015,28
"65742","Onslow",2016,34
"65743","Onslow",2017,13
"65744","Onslow",2018,15
"65745","Onslow",2019,39
"65746","Onslow",2020,22
"65747","Onslow",2021,15
"65777","Onslow",2008,22
"65778","Onslow",2009,51
"65779","Onslow",2010,54
"65780","Onslow",2011,51
"65781","Onslow",2012,30
"65782","Onslow",2013,6
"65783","Onslow",2014,23
"65784","Onslow",2015,28
"65785","Onslow",2016,35
"65786","Onslow",2017,13
"65787","Onslow",2018,14
"65788","Onslow",2019,40
"65789","Onslow",2020,21
"65790","Onslow",2021,15
"65820","Onslow",2008,28
"65821","Onslow",2009,68
"65822","Onslow",2010,71
"65823","Onslow",2011,67
"65824","Onslow",2012,42
"65825","Onslow",2013,8
"65826","Onslow",2014,30
"65827","Onslow",2015,35
"65828","Onslow",2016,44
"65829","Onslow",2017,18
"65830","Onslow",2018,19
"65831","Onslow",2019,53
"65832","Onslow",2020,30
"65833","Onslow",2021,27
"65863","Onslow",2008,22
"65864","Onslow",2009,51
"65865","Onslow",2010,54
"65866","Onslow",2011,51
"65867","Onslow",2012,30
"65868","Onslow",2013,6
"65869","Onslow",2014,23
"65870","Onslow",2015,28
"65871","Onslow",2016,35
"65872","Onslow",2017,13
"65873","Onslow",2018,14
"65874","Onslow",2019,40
"65875","Onslow",2020,21
"65876","Onslow",2021,15
"65906","Onslow",2008,27
"65907","Onslow",2009,65
"65908","Onslow",2010,69
"65909","Onslow",2011,65
"65910","Onslow",2012,41
"65911","Onslow",2013,7
"65912","Onslow",2014,28
"65913","Onslow",2015,35
"65914","Onslow",2016,44
"65915","Onslow",2017,18
"65916","Onslow",2018,20
"65917","Onslow",2019,53
"65918","Onslow",2020,30
"65919","Onslow",2021,25
"65949","Onslow",2008,27
"65950","Onslow",2009,63
"65951","Onslow",2010,69
"65952","Onslow",2011,65
"65953","Onslow",2012,41
"65954","Onslow",2013,7
"65955","Onslow",2014,28
"65956","Onslow",2015,35
"65957","Onslow",2016,43
"65958","Onslow",2017,18
"65959","Onslow",2018,20
"65960","Onslow",2019,53
"65961","Onslow",2020,30
"65962","Onslow",2021,25
"65992","Onslow",2008,27
"65993","Onslow",2009,65
"65994","Onslow",2010,69
"65995","Onslow",2011,65
"65996","Onslow",2012,41
"65997","Onslow",2013,7
"65998","Onslow",2014,28
"65999","Onslow",2015,35
"66000","Onslow",2016,44
"66001","Onslow",2017,18
"66002","Onslow",2018,20
"66003","Onslow",2019,53
"66004","Onslow",2020,30
"66005","Onslow",2021,25
"66035","Onslow",2008,27
"66036","Onslow",2009,65
"66037","Onslow",2010,69
"66038","Onslow",2011,65
"66039","Onslow",2012,41
"66040","Onslow",2013,7
"66041","Onslow",2014,28
"66042","Onslow",2015,35
"66043","Onslow",2016,44
"66044","Onslow",2017,18
"66045","Onslow",2018,20
"66046","Onslow",2019,53
"66047","Onslow",2020,30
"66048","Onslow",2021,25
"66078","Onslow",2008,27
"66079","Onslow",2009,65
"66080","Onslow",2010,69
"66081","Onslow",2011,65
"66082","Onslow",2012,41
"66083","Onslow",2013,7
"66084","Onslow",2014,28
"66085","Onslow",2015,35
"66086","Onslow",2016,44
"66087","Onslow",2017,18
"66088","Onslow",2018,20
"66089","Onslow",2019,53
"66090","Onslow",2020,30
"66091","Onslow",2021,25
"66121","Onslow",2008,23
"66122","Onslow",2009,57
"66123","Onslow",2010,63
"66124","Onslow",2011,58
"66125","Onslow",2012,36
"66126","Onslow",2013,7
"66127","Onslow",2014,25
"66128","Onslow",2015,30
"66129","Onslow",2016,38
"66130","Onslow",2017,16
"66131","Onslow",2018,17
"66132","Onslow",2019,48
"66133","Onslow",2020,24
"66134","Onslow",2021,18
"66164","Onslow",2008,26
"66165","Onslow",2009,58
"66166","Onslow",2010,60
"66167","Onslow",2011,58
"66168","Onslow",2012,35
"66169","Onslow",2013,7
"66170","Onslow",2014,27
"66171","Onslow",2015,31
"66172","Onslow",2016,39
"66173","Onslow",2017,17
"66174","Onslow",2018,16
"66175","Onslow",2019,48
"66176","Onslow",2020,25
"66177","Onslow",2021,20
"66207","Onslow",2008,26
"66208","Onslow",2009,56
"66209","Onslow",2010,60
"66210","Onslow",2011,57
"66211","Onslow",2012,34
"66212","Onslow",2013,7
"66213","Onslow",2014,24
"66214","Onslow",2015,30
"66215","Onslow",2016,36
"66216","Onslow",2017,17
"66217","Onslow",2018,16
"66218","Onslow",2019,46
"66219","Onslow",2020,25
"66220","Onslow",2021,16
"66250","Onslow",2008,22
"66251","Onslow",2009,49
"66252","Onslow",2010,53
"66253","Onslow",2011,52
"66254","Onslow",2012,30
"66255","Onslow",2013,6
"66256","Onslow",2014,22
"66257","Onslow",2015,28
"66258","Onslow",2016,35
"66259","Onslow",2017,16
"66260","Onslow",2018,15
"66261","Onslow",2019,42
"66262","Onslow",2020,22
"66263","Onslow",2021,16
"66293","Onslow",2008,26
"66294","Onslow",2009,56
"66295","Onslow",2010,60
"66296","Onslow",2011,57
"66297","Onslow",2012,34
"66298","Onslow",2013,7
"66299","Onslow",2014,24
"66300","Onslow",2015,30
"66301","Onslow",2016,36
"66302","Onslow",2017,17
"66303","Onslow",2018,16
"66304","Onslow",2019,46
"66305","Onslow",2020,25
"66306","Onslow",2021,16
"66336","Onslow",2008,22
"66337","Onslow",2009,47
"66338","Onslow",2010,48
"66339","Onslow",2011,47
"66340","Onslow",2012,29
"66341","Onslow",2013,6
"66342","Onslow",2014,22
"66343","Onslow",2015,27
"66344","Onslow",2016,33
"66345","Onslow",2017,14
"66346","Onslow",2018,15
"66347","Onslow",2019,37
"66348","Onslow",2020,22
"66349","Onslow",2021,14
"66379","Onslow",2008,22
"66380","Onslow",2009,33
"66381","Onslow",2010,42
"66382","Onslow",2011,44
"66383","Onslow",2012,27
"66384","Onslow",2013,6
"66385","Onslow",2014,21
"66386","Onslow",2015,26
"66387","Onslow",2016,30
"66388","Onslow",2017,14
"66389","Onslow",2018,15
"66390","Onslow",2019,36
"66391","Onslow",2020,22
"66392","Onslow",2021,14
"66422","Onslow",2008,27
"66423","Onslow",2009,65
"66424","Onslow",2010,69
"66425","Onslow",2011,65
"66426","Onslow",2012,41
"66427","Onslow",2013,7
"66428","Onslow",2014,28
"66429","Onslow",2015,35
"66430","Onslow",2016,44
"66431","Onslow",2017,18
"66432","Onslow",2018,20
"66433","Onslow",2019,53
"66434","Onslow",2020,30
"66435","Onslow",2021,25
"66465","Onslow",2008,22
"66466","Onslow",2009,32
"66467","Onslow",2010,39
"66468","Onslow",2011,42
"66469","Onslow",2012,26
"66470","Onslow",2013,5
"66471","Onslow",2014,21
"66472","Onslow",2015,26
"66473","Onslow",2016,30
"66474","Onslow",2017,15
"66475","Onslow",2018,14
"66476","Onslow",2019,36
"66477","Onslow",2020,21
"66478","Onslow",2021,14
"66508","Onslow",2008,7
"66509","Onslow",2009,13
"66510","Onslow",2010,11
"66511","Onslow",2011,21
"66512","Onslow",2012,18
"66513","Onslow",2013,0
"66514","Onslow",2014,3
"66515","Onslow",2015,12
"66516","Onslow",2016,13
"66517","Onslow",2017,1
"66518","Onslow",2018,2
"66519","Onslow",2019,8
"66520","Onslow",2020,2
"66521","Onslow",2021,1
"66551","Orange",2008,42
"66552","Orange",2009,47
"66553","Orange",2010,79
"66554","Orange",2011,86
"66555","Orange",2012,58
"66556","Orange",2013,18
"66557","Orange",2014,51
"66558","Orange",2015,55
"66559","Orange",2016,48
"66560","Orange",2017,36
"66561","Orange",2018,46
"66562","Orange",2019,43
"66563","Orange",2020,35
"66564","Orange",2021,33
"66594","Orange",2008,42
"66595","Orange",2009,47
"66596","Orange",2010,79
"66597","Orange",2011,86
"66598","Orange",2012,58
"66599","Orange",2013,18
"66600","Orange",2014,51
"66601","Orange",2015,55
"66602","Orange",2016,48
"66603","Orange",2017,36
"66604","Orange",2018,46
"66605","Orange",2019,43
"66606","Orange",2020,35
"66607","Orange",2021,33
"66637","Orange",2008,42
"66638","Orange",2009,47
"66639","Orange",2010,79
"66640","Orange",2011,86
"66641","Orange",2012,58
"66642","Orange",2013,18
"66643","Orange",2014,51
"66644","Orange",2015,55
"66645","Orange",2016,48
"66646","Orange",2017,36
"66647","Orange",2018,46
"66648","Orange",2019,43
"66649","Orange",2020,35
"66650","Orange",2021,33
"66680","Orange",2008,42
"66681","Orange",2009,47
"66682","Orange",2010,79
"66683","Orange",2011,86
"66684","Orange",2012,58
"66685","Orange",2013,18
"66686","Orange",2014,51
"66687","Orange",2015,55
"66688","Orange",2016,48
"66689","Orange",2017,36
"66690","Orange",2018,46
"66691","Orange",2019,43
"66692","Orange",2020,35
"66693","Orange",2021,33
"66723","Orange",2008,42
"66724","Orange",2009,47
"66725","Orange",2010,79
"66726","Orange",2011,86
"66727","Orange",2012,58
"66728","Orange",2013,18
"66729","Orange",2014,51
"66730","Orange",2015,55
"66731","Orange",2016,48
"66732","Orange",2017,36
"66733","Orange",2018,46
"66734","Orange",2019,43
"66735","Orange",2020,35
"66736","Orange",2021,33
"66766","Orange",2008,36
"66767","Orange",2009,29
"66768","Orange",2010,64
"66769","Orange",2011,80
"66770","Orange",2012,56
"66771","Orange",2013,11
"66772","Orange",2014,38
"66773","Orange",2015,44
"66774","Orange",2016,37
"66775","Orange",2017,26
"66776","Orange",2018,37
"66777","Orange",2019,30
"66778","Orange",2020,26
"66779","Orange",2021,27
"66809","Orange",2008,35
"66810","Orange",2009,30
"66811","Orange",2010,69
"66812","Orange",2011,82
"66813","Orange",2012,57
"66814","Orange",2013,11
"66815","Orange",2014,39
"66816","Orange",2015,44
"66817","Orange",2016,38
"66818","Orange",2017,30
"66819","Orange",2018,37
"66820","Orange",2019,32
"66821","Orange",2020,30
"66822","Orange",2021,27
"66852","Orange",2008,38
"66853","Orange",2009,36
"66854","Orange",2010,75
"66855","Orange",2011,86
"66856","Orange",2012,58
"66857","Orange",2013,14
"66858","Orange",2014,46
"66859","Orange",2015,45
"66860","Orange",2016,45
"66861","Orange",2017,34
"66862","Orange",2018,40
"66863","Orange",2019,35
"66864","Orange",2020,34
"66865","Orange",2021,30
"66895","Orange",2008,36
"66896","Orange",2009,32
"66897","Orange",2010,74
"66898","Orange",2011,84
"66899","Orange",2012,58
"66900","Orange",2013,12
"66901","Orange",2014,44
"66902","Orange",2015,44
"66903","Orange",2016,40
"66904","Orange",2017,33
"66905","Orange",2018,39
"66906","Orange",2019,35
"66907","Orange",2020,31
"66908","Orange",2021,29
"66938","Orange",2008,35
"66939","Orange",2009,32
"66940","Orange",2010,72
"66941","Orange",2011,83
"66942","Orange",2012,57
"66943","Orange",2013,11
"66944","Orange",2014,41
"66945","Orange",2015,44
"66946","Orange",2016,39
"66947","Orange",2017,30
"66948","Orange",2018,39
"66949","Orange",2019,32
"66950","Orange",2020,30
"66951","Orange",2021,27
"66981","Orange",2008,34
"66982","Orange",2009,29
"66983","Orange",2010,63
"66984","Orange",2011,77
"66985","Orange",2012,56
"66986","Orange",2013,11
"66987","Orange",2014,37
"66988","Orange",2015,44
"66989","Orange",2016,36
"66990","Orange",2017,26
"66991","Orange",2018,36
"66992","Orange",2019,30
"66993","Orange",2020,24
"66994","Orange",2021,24
"67024","Orange",2008,35
"67025","Orange",2009,31
"67026","Orange",2010,69
"67027","Orange",2011,82
"67028","Orange",2012,56
"67029","Orange",2013,11
"67030","Orange",2014,39
"67031","Orange",2015,44
"67032","Orange",2016,38
"67033","Orange",2017,30
"67034","Orange",2018,38
"67035","Orange",2019,32
"67036","Orange",2020,29
"67037","Orange",2021,27
"67067","Orange",2008,39
"67068","Orange",2009,43
"67069","Orange",2010,77
"67070","Orange",2011,86
"67071","Orange",2012,58
"67072","Orange",2013,16
"67073","Orange",2014,49
"67074","Orange",2015,51
"67075","Orange",2016,48
"67076","Orange",2017,34
"67077","Orange",2018,42
"67078","Orange",2019,41
"67079","Orange",2020,35
"67080","Orange",2021,32
"67110","Orange",2008,38
"67111","Orange",2009,32
"67112","Orange",2010,75
"67113","Orange",2011,84
"67114","Orange",2012,57
"67115","Orange",2013,14
"67116","Orange",2014,44
"67117","Orange",2015,45
"67118","Orange",2016,43
"67119","Orange",2017,32
"67120","Orange",2018,40
"67121","Orange",2019,35
"67122","Orange",2020,31
"67123","Orange",2021,28
"67153","Orange",2008,42
"67154","Orange",2009,47
"67155","Orange",2010,79
"67156","Orange",2011,86
"67157","Orange",2012,58
"67158","Orange",2013,18
"67159","Orange",2014,51
"67160","Orange",2015,55
"67161","Orange",2016,48
"67162","Orange",2017,36
"67163","Orange",2018,46
"67164","Orange",2019,43
"67165","Orange",2020,35
"67166","Orange",2021,33
"67196","Orange",2008,42
"67197","Orange",2009,47
"67198","Orange",2010,79
"67199","Orange",2011,86
"67200","Orange",2012,58
"67201","Orange",2013,18
"67202","Orange",2014,51
"67203","Orange",2015,55
"67204","Orange",2016,48
"67205","Orange",2017,36
"67206","Orange",2018,46
"67207","Orange",2019,43
"67208","Orange",2020,35
"67209","Orange",2021,33
"67239","Orange",2008,42
"67240","Orange",2009,47
"67241","Orange",2010,79
"67242","Orange",2011,86
"67243","Orange",2012,58
"67244","Orange",2013,18
"67245","Orange",2014,51
"67246","Orange",2015,55
"67247","Orange",2016,48
"67248","Orange",2017,36
"67249","Orange",2018,46
"67250","Orange",2019,43
"67251","Orange",2020,35
"67252","Orange",2021,33
"67282","Orange",2008,42
"67283","Orange",2009,47
"67284","Orange",2010,79
"67285","Orange",2011,86
"67286","Orange",2012,58
"67287","Orange",2013,18
"67288","Orange",2014,51
"67289","Orange",2015,55
"67290","Orange",2016,48
"67291","Orange",2017,36
"67292","Orange",2018,46
"67293","Orange",2019,43
"67294","Orange",2020,35
"67295","Orange",2021,33
"67325","Orange",2008,42
"67326","Orange",2009,47
"67327","Orange",2010,79
"67328","Orange",2011,86
"67329","Orange",2012,58
"67330","Orange",2013,18
"67331","Orange",2014,51
"67332","Orange",2015,55
"67333","Orange",2016,48
"67334","Orange",2017,36
"67335","Orange",2018,46
"67336","Orange",2019,43
"67337","Orange",2020,35
"67338","Orange",2021,33
"67368","Orange",2008,42
"67369","Orange",2009,47
"67370","Orange",2010,79
"67371","Orange",2011,86
"67372","Orange",2012,58
"67373","Orange",2013,18
"67374","Orange",2014,51
"67375","Orange",2015,55
"67376","Orange",2016,48
"67377","Orange",2017,36
"67378","Orange",2018,46
"67379","Orange",2019,43
"67380","Orange",2020,35
"67381","Orange",2021,33
"67411","Orange",2008,42
"67412","Orange",2009,47
"67413","Orange",2010,79
"67414","Orange",2011,86
"67415","Orange",2012,58
"67416","Orange",2013,18
"67417","Orange",2014,51
"67418","Orange",2015,55
"67419","Orange",2016,48
"67420","Orange",2017,36
"67421","Orange",2018,46
"67422","Orange",2019,43
"67423","Orange",2020,35
"67424","Orange",2021,33
"67454","Orange",2008,42
"67455","Orange",2009,47
"67456","Orange",2010,79
"67457","Orange",2011,86
"67458","Orange",2012,58
"67459","Orange",2013,18
"67460","Orange",2014,51
"67461","Orange",2015,55
"67462","Orange",2016,48
"67463","Orange",2017,36
"67464","Orange",2018,46
"67465","Orange",2019,43
"67466","Orange",2020,35
"67467","Orange",2021,33
"67497","Orange",2008,42
"67498","Orange",2009,47
"67499","Orange",2010,79
"67500","Orange",2011,86
"67501","Orange",2012,58
"67502","Orange",2013,18
"67503","Orange",2014,51
"67504","Orange",2015,55
"67505","Orange",2016,48
"67506","Orange",2017,36
"67507","Orange",2018,46
"67508","Orange",2019,43
"67509","Orange",2020,35
"67510","Orange",2021,33
"67540","Orange",2008,42
"67541","Orange",2009,47
"67542","Orange",2010,79
"67543","Orange",2011,86
"67544","Orange",2012,58
"67545","Orange",2013,18
"67546","Orange",2014,51
"67547","Orange",2015,55
"67548","Orange",2016,48
"67549","Orange",2017,36
"67550","Orange",2018,46
"67551","Orange",2019,43
"67552","Orange",2020,35
"67553","Orange",2021,33
"67583","Orange",2008,42
"67584","Orange",2009,47
"67585","Orange",2010,79
"67586","Orange",2011,86
"67587","Orange",2012,58
"67588","Orange",2013,18
"67589","Orange",2014,51
"67590","Orange",2015,55
"67591","Orange",2016,48
"67592","Orange",2017,36
"67593","Orange",2018,46
"67594","Orange",2019,43
"67595","Orange",2020,35
"67596","Orange",2021,33
"67626","Orange",2008,42
"67627","Orange",2009,47
"67628","Orange",2010,79
"67629","Orange",2011,86
"67630","Orange",2012,58
"67631","Orange",2013,18
"67632","Orange",2014,51
"67633","Orange",2015,55
"67634","Orange",2016,48
"67635","Orange",2017,36
"67636","Orange",2018,46
"67637","Orange",2019,43
"67638","Orange",2020,35
"67639","Orange",2021,33
"67669","Orange",2008,42
"67670","Orange",2009,52
"67671","Orange",2010,82
"67672","Orange",2011,87
"67673","Orange",2012,58
"67674","Orange",2013,19
"67675","Orange",2014,53
"67676","Orange",2015,57
"67677","Orange",2016,48
"67678","Orange",2017,38
"67679","Orange",2018,47
"67680","Orange",2019,46
"67681","Orange",2020,35
"67682","Orange",2021,34
"67712","Orange",2008,42
"67713","Orange",2009,47
"67714","Orange",2010,79
"67715","Orange",2011,86
"67716","Orange",2012,58
"67717","Orange",2013,18
"67718","Orange",2014,51
"67719","Orange",2015,55
"67720","Orange",2016,48
"67721","Orange",2017,36
"67722","Orange",2018,46
"67723","Orange",2019,43
"67724","Orange",2020,35
"67725","Orange",2021,33
"67755","Pamlico",2008,37
"67756","Pamlico",2009,67
"67757","Pamlico",2010,68
"67758","Pamlico",2011,67
"67759","Pamlico",2012,37
"67760","Pamlico",2013,9
"67761","Pamlico",2014,34
"67762","Pamlico",2015,29
"67763","Pamlico",2016,31
"67764","Pamlico",2017,15
"67765","Pamlico",2018,13
"67766","Pamlico",2019,46
"67767","Pamlico",2020,22
"67768","Pamlico",2021,13
"67798","Pamlico",2008,32
"67799","Pamlico",2009,54
"67800","Pamlico",2010,55
"67801","Pamlico",2011,52
"67802","Pamlico",2012,35
"67803","Pamlico",2013,9
"67804","Pamlico",2014,28
"67805","Pamlico",2015,27
"67806","Pamlico",2016,32
"67807","Pamlico",2017,15
"67808","Pamlico",2018,13
"67809","Pamlico",2019,39
"67810","Pamlico",2020,21
"67811","Pamlico",2021,10
"67841","Pamlico",2008,19
"67842","Pamlico",2009,38
"67843","Pamlico",2010,32
"67844","Pamlico",2011,37
"67845","Pamlico",2012,22
"67846","Pamlico",2013,4
"67847","Pamlico",2014,14
"67848","Pamlico",2015,19
"67849","Pamlico",2016,22
"67850","Pamlico",2017,9
"67851","Pamlico",2018,2
"67852","Pamlico",2019,25
"67853","Pamlico",2020,14
"67854","Pamlico",2021,3
"67884","Pamlico",2008,18
"67885","Pamlico",2009,30
"67886","Pamlico",2010,24
"67887","Pamlico",2011,34
"67888","Pamlico",2012,20
"67889","Pamlico",2013,4
"67890","Pamlico",2014,12
"67891","Pamlico",2015,17
"67892","Pamlico",2016,19
"67893","Pamlico",2017,8
"67894","Pamlico",2018,2
"67895","Pamlico",2019,21
"67896","Pamlico",2020,14
"67897","Pamlico",2021,3
"67927","Pamlico",2008,12
"67928","Pamlico",2009,14
"67929","Pamlico",2010,13
"67930","Pamlico",2011,18
"67931","Pamlico",2012,16
"67932","Pamlico",2013,0
"67933","Pamlico",2014,8
"67934","Pamlico",2015,11
"67935","Pamlico",2016,10
"67936","Pamlico",2017,0
"67937","Pamlico",2018,1
"67938","Pamlico",2019,8
"67939","Pamlico",2020,4
"67940","Pamlico",2021,2
"67970","Pasquotank",2008,18
"67971","Pasquotank",2009,15
"67972","Pasquotank",2010,26
"67973","Pasquotank",2011,27
"67974","Pasquotank",2012,21
"67975","Pasquotank",2013,5
"67976","Pasquotank",2014,14
"67977","Pasquotank",2015,12
"67978","Pasquotank",2016,15
"67979","Pasquotank",2017,4
"67980","Pasquotank",2018,2
"67981","Pasquotank",2019,9
"67982","Pasquotank",2020,6
"67983","Pasquotank",2021,2
"68013","Pasquotank",2008,18
"68014","Pasquotank",2009,15
"68015","Pasquotank",2010,26
"68016","Pasquotank",2011,27
"68017","Pasquotank",2012,21
"68018","Pasquotank",2013,5
"68019","Pasquotank",2014,14
"68020","Pasquotank",2015,12
"68021","Pasquotank",2016,15
"68022","Pasquotank",2017,4
"68023","Pasquotank",2018,2
"68024","Pasquotank",2019,9
"68025","Pasquotank",2020,6
"68026","Pasquotank",2021,2
"68056","Pasquotank",2008,18
"68057","Pasquotank",2009,15
"68058","Pasquotank",2010,26
"68059","Pasquotank",2011,27
"68060","Pasquotank",2012,21
"68061","Pasquotank",2013,5
"68062","Pasquotank",2014,14
"68063","Pasquotank",2015,12
"68064","Pasquotank",2016,15
"68065","Pasquotank",2017,4
"68066","Pasquotank",2018,2
"68067","Pasquotank",2019,9
"68068","Pasquotank",2020,6
"68069","Pasquotank",2021,2
"68099","Pasquotank",2008,18
"68100","Pasquotank",2009,15
"68101","Pasquotank",2010,26
"68102","Pasquotank",2011,27
"68103","Pasquotank",2012,21
"68104","Pasquotank",2013,5
"68105","Pasquotank",2014,14
"68106","Pasquotank",2015,12
"68107","Pasquotank",2016,15
"68108","Pasquotank",2017,4
"68109","Pasquotank",2018,2
"68110","Pasquotank",2019,9
"68111","Pasquotank",2020,6
"68112","Pasquotank",2021,2
"68142","Pasquotank",2008,25
"68143","Pasquotank",2009,23
"68144","Pasquotank",2010,45
"68145","Pasquotank",2011,36
"68146","Pasquotank",2012,30
"68147","Pasquotank",2013,10
"68148","Pasquotank",2014,21
"68149","Pasquotank",2015,17
"68150","Pasquotank",2016,22
"68151","Pasquotank",2017,9
"68152","Pasquotank",2018,5
"68153","Pasquotank",2019,16
"68154","Pasquotank",2020,15
"68155","Pasquotank",2021,4
"68185","Pasquotank",2008,34
"68186","Pasquotank",2009,33
"68187","Pasquotank",2010,52
"68188","Pasquotank",2011,50
"68189","Pasquotank",2012,33
"68190","Pasquotank",2013,17
"68191","Pasquotank",2014,27
"68192","Pasquotank",2015,27
"68193","Pasquotank",2016,33
"68194","Pasquotank",2017,15
"68195","Pasquotank",2018,10
"68196","Pasquotank",2019,32
"68197","Pasquotank",2020,20
"68198","Pasquotank",2021,11
"68228","Pasquotank",2008,43
"68229","Pasquotank",2009,34
"68230","Pasquotank",2010,61
"68231","Pasquotank",2011,59
"68232","Pasquotank",2012,39
"68233","Pasquotank",2013,26
"68234","Pasquotank",2014,38
"68235","Pasquotank",2015,37
"68236","Pasquotank",2016,39
"68237","Pasquotank",2017,19
"68238","Pasquotank",2018,16
"68239","Pasquotank",2019,39
"68240","Pasquotank",2020,25
"68241","Pasquotank",2021,22
"68271","Pasquotank",2008,34
"68272","Pasquotank",2009,33
"68273","Pasquotank",2010,52
"68274","Pasquotank",2011,50
"68275","Pasquotank",2012,33
"68276","Pasquotank",2013,17
"68277","Pasquotank",2014,27
"68278","Pasquotank",2015,27
"68279","Pasquotank",2016,33
"68280","Pasquotank",2017,15
"68281","Pasquotank",2018,10
"68282","Pasquotank",2019,32
"68283","Pasquotank",2020,20
"68284","Pasquotank",2021,11
"68314","Pasquotank",2008,12
"68315","Pasquotank",2009,11
"68316","Pasquotank",2010,20
"68317","Pasquotank",2011,22
"68318","Pasquotank",2012,15
"68319","Pasquotank",2013,2
"68320","Pasquotank",2014,12
"68321","Pasquotank",2015,8
"68322","Pasquotank",2016,11
"68323","Pasquotank",2017,2
"68324","Pasquotank",2018,2
"68325","Pasquotank",2019,7
"68326","Pasquotank",2020,4
"68327","Pasquotank",2021,1
"68357","Pasquotank",2008,7
"68358","Pasquotank",2009,6
"68359","Pasquotank",2010,9
"68360","Pasquotank",2011,14
"68361","Pasquotank",2012,11
"68362","Pasquotank",2013,1
"68363","Pasquotank",2014,7
"68364","Pasquotank",2015,3
"68365","Pasquotank",2016,2
"68366","Pasquotank",2017,0
"68367","Pasquotank",2018,1
"68368","Pasquotank",2019,3
"68369","Pasquotank",2020,0
"68370","Pasquotank",2021,1
"68400","Pender",2008,0
"68401","Pender",2009,3
"68402","Pender",2010,3
"68403","Pender",2011,5
"68404","Pender",2012,3
"68405","Pender",2013,0
"68406","Pender",2014,0
"68407","Pender",2015,2
"68408","Pender",2016,0
"68409","Pender",2017,0
"68410","Pender",2018,0
"68411","Pender",2019,1
"68412","Pender",2020,0
"68413","Pender",2021,0
"68443","Pender",2008,5
"68444","Pender",2009,12
"68445","Pender",2010,10
"68446","Pender",2011,21
"68447","Pender",2012,14
"68448","Pender",2013,0
"68449","Pender",2014,2
"68450","Pender",2015,8
"68451","Pender",2016,7
"68452","Pender",2017,0
"68453","Pender",2018,1
"68454","Pender",2019,6
"68455","Pender",2020,0
"68456","Pender",2021,1
"68486","Pender",2008,5
"68487","Pender",2009,12
"68488","Pender",2010,10
"68489","Pender",2011,21
"68490","Pender",2012,14
"68491","Pender",2013,0
"68492","Pender",2014,2
"68493","Pender",2015,8
"68494","Pender",2016,7
"68495","Pender",2017,0
"68496","Pender",2018,1
"68497","Pender",2019,6
"68498","Pender",2020,0
"68499","Pender",2021,1
"68529","Pender",2008,10
"68530","Pender",2009,29
"68531","Pender",2010,19
"68532","Pender",2011,28
"68533","Pender",2012,20
"68534","Pender",2013,1
"68535","Pender",2014,6
"68536","Pender",2015,15
"68537","Pender",2016,21
"68538","Pender",2017,2
"68539","Pender",2018,5
"68540","Pender",2019,20
"68541","Pender",2020,7
"68542","Pender",2021,2
"68572","Pender",2008,1
"68573","Pender",2009,7
"68574","Pender",2010,6
"68575","Pender",2011,13
"68576","Pender",2012,10
"68577","Pender",2013,0
"68578","Pender",2014,0
"68579","Pender",2015,4
"68580","Pender",2016,2
"68581","Pender",2017,0
"68582","Pender",2018,0
"68583","Pender",2019,1
"68584","Pender",2020,0
"68585","Pender",2021,0
"68615","Pender",2008,13
"68616","Pender",2009,42
"68617","Pender",2010,35
"68618","Pender",2011,39
"68619","Pender",2012,24
"68620","Pender",2013,1
"68621","Pender",2014,17
"68622","Pender",2015,18
"68623","Pender",2016,22
"68624","Pender",2017,3
"68625","Pender",2018,6
"68626","Pender",2019,24
"68627","Pender",2020,10
"68628","Pender",2021,6
"68658","Pender",2008,27
"68659","Pender",2009,73
"68660","Pender",2010,67
"68661","Pender",2011,63
"68662","Pender",2012,41
"68663","Pender",2013,7
"68664","Pender",2014,29
"68665","Pender",2015,35
"68666","Pender",2016,39
"68667","Pender",2017,16
"68668","Pender",2018,15
"68669","Pender",2019,52
"68670","Pender",2020,27
"68671","Pender",2021,20
"68701","Pender",2008,33
"68702","Pender",2009,82
